datetime,speed,wind_dir,temp,radiation,precip,ctime,mtime
2020-11-01 00:00:00,5.2,59.8,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:01:00,5.2,65.6,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:02:00,4.8,53.8,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:03:00,4.5,82.2,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:04:00,6.0,75.2,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:05:00,5.9,81.1,22.0,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:06:00,5.6,79.4,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:07:00,4.8,69.0,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:08:00,5.4,89.2,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:09:00,5.4,72.4,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:10:00,5.4,70.1,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:11:00,4.8,64.8,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:12:00,5.2,74.6,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:13:00,5.3,59.1,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:14:00,5.8,68.9,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:15:00,4.8,74.6,21.9,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:16:00,5.5,65.6,21.8,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
2020-11-01 00:17:00,4.7,88.7,21.8,0,0.0,2020-11-01 01:05:02,2020-11-02 01:05:08
